Part Number, Price, Package, Qty
TDE1747DP-ST,"7,98 € (60,13 kn)",IC-(DIP-8)POWER SWITCH 45V/0.5A,4
TDE1737DP-ST,"6,39 € (48,15 kn)",IC-POWER SWITCH 45V/0.5A,2
TDB1030-PHI,"5,97 € (44,98 kn)",INTEGRIRANI KRUG,3
TDB0158,"0,00 € (0,00 kn)",IC=LM358N,0
TDA9886TS,"3,84 € (28,93 kn)",IC,5
TDA9885,"8,18 € (61,63 kn)",IC - SMD,3
TDA9875A-PHI,"17,92 € (135,02 kn)",IC,1
TDA9875-PHI,"25,05 € (188,74 kn)",IC,2
TDA9874AH,"13,07 € (98,48 kn)",IC SMD,1
TDA9870-SONY ORIGINAL,"43,20 € (325,49 kn)",IC-SONY=875952262,1
TDA9860-PHI,"5,91 € (44,53 kn)",IC,6
TDA9859H-SMD,"5,04 € (37,97 kn)",IC-SMD,14
TDA9859-PHI,"5,04 € (37,97 kn)",IC-UNIV AUDIO PROC ZA TV,0
TDA9845-PHI,"6,76 € (50,93 kn)",IC-TV STEREO/DUAL SOUND PROC,3
TDA9840T-PHI,"11,27 € (84,91 kn)",IC-SMD=209.32501,5
TDA9840-PHI,"3,38 € (25,47 kn)",INTEGRIRANI KRUG,1
TDA9830-PHI,"2,72 € (20,49 kn)",TV AM SOUND IF CIRCUIT,3
TDA9821-PHI,"3,92 € (29,54 kn)",IC(DIP16),0
TDA9820-PHI,"2,65 € (19,97 kn)",IC-TV FM SOUND DEMODULATOR(DIP16),0
TDA9818-PHI,"9,25 € (69,69 kn)",IC-VIDEO IF AMPLIF,0
TDA9817-PHI,"6,20 € (46,71 kn)",IC-VIF-PLL PROCESSOR,0
TDA9815-PHI,"7,43 € (55,98 kn)",IC,0
TDA9814T-PHI,"8,45 € (63,67 kn)",IC MULTIST. VIF-PLL + 2XFM-P,0
TDA9813T-PHI,"4,71 € (35,49 kn)",IC-SINGLE STANDARD VIF-PLL,0
TDA9812,"18,58 € (139,99 kn)",IC=ORIGINAL SONY=875933317,0
TDA9811-PHI,"5,72 € (43,10 kn)",INTEGRIRANI KRUG,0
TDA9808,"3,45 € (25,99 kn)",IC-GRUNDIG-759550701100,0
TDA9806-PHI,"4,25 € (32,02 kn)",IC,0
TDA9803-PHI,"2,92 € (22,00 kn)",INTEGRIRANI KRUG,0
TDA9802-SMD,"0,00 € (0,00 kn)",IC,0
TDA9802-PHI,"2,52 € (18,99 kn)",INTEGRIRANI KRUG,0
TDA9800-PHI,"2,14 € (16,12 kn)",INTEGRIRANI KRUG,0
TDA9605H,"5,71 € (43,02 kn)",IC,0
TDA9536-ST,"3,45 € (25,99 kn)",IC-VID.AMP 3* HIGH VOLT 7.5N,3
TDA9535-ST,"3,36 € (25,32 kn)",IC-VID.AMP,4
TDA9403-ITT,"2,52 € (18,99 kn)",IC-TV LINE CIRCUIT 16p,1
TDA9394H/N1/4/0334,"0,00 € (0,00 kn)",IC SONY,0
TDA9393H/N1/4/1032,"0,00 € (0,00 kn)",IC SONY*VAŽNO=FE2  V6.21,0
TDA9350PS/N1/2L0172,"0,00 € (0,00 kn)",IC=TDA9350,0
TDA9330H-PHI,"9,16 € (69,02 kn)",IC-SMD,8
TDA9309-ST,"2,59 € (19,51 kn)",IC,5
TDA9302H-ST,"1,70 € (12,81 kn)",IC(TO220-7),2
TDA9210-ST,"4,34 € (32,70 kn)",IC-PIXEL VIDEO CNTRL 150MHZ,5
TDA9177-PHI,"14,58 € (109,85 kn)",IC-YUV TRANSIENT IMPROVE,0
TDA9176-PHI,"10,83 € (81,60 kn)",IC-LUMINANCE TRANSIENT IMPRO,1
TDA9170-PHI,"13,94 € (105,03 kn)",INTEGRIRANI KRUG,1
TDA9162-PHI,"5,93 € (44,68 kn)",INTEGRIRANI KRUG,1
TDA9160A-PHI,"6,18 € (46,56 kn)",INTEGRIRANI KRUG,2
TDA9155-PHI,"21,17 € (159,51 kn)",IC,2
TDA9151B-PHI,"9,03 € (68,04 kn)",IC,3
TDA9144-PHI,"18,09 € (136,30 kn)",IC-ALIGNMENT FREE MLTISTD DE,1
TDA9143-PHI,"15,79 € (118,97 kn)",ALIGNMENT FREE MULTISTD D,0
TDA9141-PHI,"13,38 € (100,81 kn)",IC-COLOR DECODER CIRCUIT,1
TDA9116-ST,"3,85 € (29,01 kn)",IC,2
TDA9113-ST,"4,11 € (30,97 kn)",IC,11
TDA9112,"3,30 € (24,86 kn)",IC,0
TDA9111-ST,"6,19 € (46,64 kn)",IC,3
TDA9109,"3,19 € (24,04 kn)",IC,13
TDA9105-ST,"7,03 € (52,97 kn)",IC-H/V DEFL CTRL FOR MULTISY,2
TDA9103B-ST,"8,43 € (63,52 kn)",IC,11
TDA9103-ST,"3,85 € (29,01 kn)",INTEGRIRANI KRUG,0
TDA9102C-ST,"2,51 € (18,91 kn)",IC(DIP20),22
TDA9080-PHI,"12,61 € (95,01 kn)",IC,0
TDA9045-PHI,"6,37 € (47,99 kn)",INTEGRIRANI KRUG-(1),0
TDA8954TH-NXP(HSOP24),"53,00 € (399,33 kn)",IC-AUDIO AMP,3
TDA8954J-NXP,"24,00 € (180,83 kn)",IC-AUDIO AMP 420w (DBS23P),5
TDA8953TH-NXP,"11,95 € (90,04 kn)",IC AUDIO AMP 420W (HSOP24),0
TDA8953J-NXP(DBS23P),"17,25 € (129,97 kn)",IC AUDIO AMP 420W,1
TDA8950TH-NXP(HSOP24),"42,41 € (319,54 kn)",IC,3
TDA8950J-NXP(ZIP23),"16,59 € (125,00 kn)",IC,4
TDA8948J-PHI,"4,91 € (36,99 kn)",IC,8
TDA8947J-PHI,"4,91 € (36,99 kn)",IC-AUDIO AMP 4X8.5W(SOT243-1),5
TDA8946J-PHI,"3,83 € (28,86 kn)",IC,2
TDA8944J-PHI,"3,72 € (28,03 kn)",IC-PWR AMP 2*7W/8E 12V BLT,5
TDA8943SF/N1-PHI,"3,53 € (26,60 kn)",IC(ZIP9),5
TDA8933T-NXP(MDIP32),"8,84 € (66,60 kn)",IC-SMD,2
TDA8933BTW,"10,09 € (76,02 kn)",IC-SMD,2
TDA8932T-NXP,"5,00 € (37,67 kn)",IC,4
TDA8932BT-NXP,"7,87 € (59,30 kn)",IC,3
TDA8931T-PHI,"3,72 € (28,03 kn)",IC AUDIO AMP.(SO20),5
TDA8926TH-PHI,"14,91 € (112,34 kn)",IC(SOP24),1
TDA8925J/N1-PHI,"7,57 € (57,04 kn)",IC-AUDIO AMP.2X50W CLASS D(SIP),2
TDA8925-ST,"7,30 € (55,00 kn)",IC AMP CLASS-D 2X15-25W  (SIL17),1
TDA8922BTH-PHI,"11,81 € (88,98 kn)",IC-POWER AMP 2X25W  CLASS-D (SOT566-3),6
TDA8920CTH-PHI-SMD,"15,12 € (113,92 kn)",IC-POWER AMP(ZIP23),2
TDA8920CJ-NXP,"9,29 € (70,00 kn)",IC-POWER AMP.2X110W(ZIP23),1
TDA8920BTH-SMD-PHI,"11,25 € (84,76 kn)",IC-POWER AMP.2x100W CLASS D(SOP24),1
TDA8920BJ-N2-PHI,"16,46 € (124,02 kn)",IC-2X100W CLASS-D-POWER AMPLIFIER,5
TDA8855H,"21,24 € (160,03 kn)",IC THOMSON-SMD,1
TDA8844-PHI,"14,56 € (109,70 kn)",I.C. (1Y),0
TDA8844-2-PHI,"9,03 € (68,04 kn)",IC (2Y),0
TDA8843S1-2Y,"0,00 € (0,00 kn)",IC SAMSUNG,0
TDA8843N2-PHI,"7,37 € (55,53 kn)",IC 02(DIP56),0
TDA8842N2-PHI,"10,73 € (80,85 kn)",IC,0
TDA8842-2Y,"12,16 € (91,62 kn)",IC-S1-2Y,0
TDA8841-PHI,"11,81 € (88,98 kn)",IC 2y=TDA8842-2Y,0
TDA8841-2Y,"0,00 € (0,00 kn)",,0
TDA8841-1Y,"0,00 € (0,00 kn)",,0
TDA8840H,"0,00 € (0,00 kn)",IC,0
TDA8840-2Y-PHI,"6,19 € (46,64 kn)",I.C.-2Y GUSTI RASTER(SDIP56),5
TDA8809T-PHI,"4,15 € (31,27 kn)",IC(SOP28),2
TDA8808T-PHI,"2,26 € (17,03 kn)",IC PHOTO DIODE SIGNAL PRC.,1
TDA8745-PHI,"10,87 € (81,90 kn)",IC-SATELITE SOUND CIRCUIT,0
TDA8741-PHI,"7,37 € (55,53 kn)",INTEGRIRANI KRUG,0
TDA8735-PHI,"5,08 € (38,28 kn)",IC-PLL FREQUENCY SYNTHESIZER,0
TDA8732-PHI,"2,99 € (22,53 kn)",INTEGRIRANI KRUG,0
TDA8730-PHI,"3,97 € (29,91 kn)",INTEGRIRANI KRUG,0
TDA8725T-PHI,"5,03 € (37,90 kn)",IC-ANTENNA SIGNAL PROCESSOR,0
TDA8722T-PHI,"4,31 € (32,47 kn)",IC,0
TDA8718N,"0,00 € (0,00 kn)",IC,0
TDA8708A-PHI,"10,88 € (81,98 kn)",ADC 1x8B 32MHZ 0.5LSB,0
TDA8708-PHI,"16,13 € (121,53 kn)",INTEGRIRANI KRUG,0
TDA8703-PHI,"6,57 € (49,50 kn)",INTEGRIRANI KRUG,0
TDA8702-PHI,"4,10 € (30,89 kn)",INTEGRIRANI KRUG,0
TDA8601-PHI,"4,65 € (35,04 kn)",IC-RGB/YUV SWITCH FAST BLANK,1
TDA8589J-PHI,"16,11 € (121,38 kn)",IC-SONY,0
TDA8588J-PHI,"16,59 € (125,00 kn)",IC-BUS CONTROLLED 4X50W,1
TDA8588BJ-PHI,"16,26 € (122,51 kn)",IC SONY,0
TDA8588AJ,"16,99 € (128,01 kn)",IC,2
TDA8587J-PHI,"15,93 € (120,02 kn)",IC FORD,2
TDA8579-PHI,"9,22 € (69,47 kn)",IC-DUAL DIFF. LINE RECEIVER(dip8),1
TDA8578J-PHI,"8,89 € (66,98 kn)",IC-SMD SOIC16,5
TDA8571J-PHI,"4,65 € (35,04 kn)",IC-PWR AMP 4*40W(ZIP23),14
TDA8569Q-PHI,"7,70 € (58,02 kn)",IC-PWR AMP 4*25W/4E 18V(ZIP23),6
TDA8568Q-PHI,"7,48 € (56,36 kn)",INTEGRIRANI KRUG,4
TDA8567Q-PHI,"7,87 € (59,30 kn)",INTEGRIRANI KRUG,2
TDA8566Q-PHI,"7,30 € (55,00 kn)",IC-PWR AMP 2*25W/4E 18V,5
TDA8565Q-PHI,"7,24 € (54,55 kn)",INTEGRIRANI KRUG,3
TDA8563Q-PHI,"8,66 € (65,25 kn)",IC(SQL13),4
TDA8562Q-PHI,"6,61 € (49,80 kn)",INTEGRIRANI KRUG-PWR AMP 4X12W,3
TDA8561Q-PHI,"5,24 € (39,48 kn)",INTEGRIRANI KRUG,0
TDA8560Q-PHI,"9,98 € (75,19 kn)",IC-2X40W/2R(ZIP13),1
TDA8540-PHI,"4,18 € (31,49 kn)",INTEGRIRANI KRUG,2
TDA8512J,"7,96 € (59,97 kn)",IC,7
TDA8511J,"7,30 € (55,00 kn)",IC,3
TDA8510J-PHI,"5,18 € (39,03 kn)",IC*PWR AMP 3*8WW/4E+MUTE,3
TDA8501-PHI,"8,65 € (65,17 kn)",IC,3
TDA8490-PHI,"2,50 € (18,84 kn)",INTEGRIRANI KRUG,1
TDA8453A-PHI,"3,85 € (29,01 kn)",INTEGRIRANI KRUG,3
TDA8452-PHI,"4,91 € (36,99 kn)",INTEGRIRANI KRUG,1
TDA8451-PHI,"3,05 € (22,98 kn)",INTEGRIRANI KRUG,4
TDA844P-PHI,"1,99 € (14,99 kn)",IC,8
TDA8444-PHI,"1,99 € (14,99 kn)",INTEGRIRANI KRUG,4
TDA8443-PHI,"3,65 € (27,50 kn)",INTEGRIRANI KRUG,5
TDA8442/DIV,"5,84 € (44,00 kn)",INTEGRIRANI KRUG,16
TDA8440-PHI,"3,18 € (23,96 kn)",INTEGRIRANI KRUG,12
TDA8433-PHI,"7,03 € (52,97 kn)",INTEGRIRANI KRUG,1
TDA8432-PHI,"3,83 € (28,86 kn)",INTEGRIRANI KRUG,5
TDA8425-PHI,"4,00 € (30,14 kn)",IC(DIP20),2
TDA8424-PHI,"3,85 € (29,01 kn)",HIFI STEREO PROCESSOR I2C,2
TDA8421-PHI,"12,34 € (92,98 kn)",INTEGRIRANI KRUG,1
TDA8420-PHI,"9,16 € (69,02 kn)",INTEGRIRANI KRUG,2
TDA8417-PHI,"3,58 € (26,97 kn)",INTEGRIRANI KRUG,1
TDA8416-PHI,"5,44 € (40,99 kn)",INTEGRIRANI KRUG,2
TDA8415-PHI,"5,18 € (39,03 kn)",INTEGRIRANI KRUG,8
TDA8405-PHI,"11,55 € (87,02 kn)",INTEGRIRANI KRUG,3
TDA8395P-PHI,"2,92 € (22,00 kn)",INTEGRIRANI KRUG,1
TDA8385-PHI,"0,00 € (0,00 kn)",IC=209.63735,0
TDA8385,"4,91 € (36,99 kn)",IC(DIP-16),3
TDA8380A-PHI,"5,97 € (44,98 kn)",INTEGRIRANI KRUG,2
TDA8380-PHI(DIP16),"5,97 € (44,98 kn)",IC-CONTROL CIRCUIT FOR SWITCHED MOD POW,3
TDA8376N2-PHI,"11,68 € (88,00 kn)",IC,1
TDA8376A-PHI(2Y),"10,62 € (80,02 kn)",INTEGRIRANI KRUG =2Y,1
TDA8376-PHI(1Y),"11,55 € (87,02 kn)",INTEGRIRANI KRUG 1Y=2Y(SDIP-52),1
TDA8375AH-PHI,"11,55 € (87,02 kn)",IC-PAL/NTSC SIGNAL PROC. (3)-SMD,5
TDA8375A-PHI,"17,65 € (132,98 kn)",IC(3),6
TDA8375-PHI,"19,11 € (143,98 kn)",IC,3
TDA8372A-PHI,"11,95 € (90,04 kn)",INTEGRIRANI KRUG,6
TDA8369-PHI,"14,60 € (110,00 kn)",IC,1
TDA8359J-PHI,"4,65 € (35,04 kn)",IC-VERTICAL PROCESSOR,12
TDA8359-PHI,"6,21 € (46,79 kn)",IC,9
TDA8358J-PHI,"7,08 € (53,34 kn)",IC V-DEFL. AMPL. 3.2A + E-W(ZIP13),5
TDA8357J-PHI,"4,22 € (31,80 kn)",IC VERTICAL PROCESSOR,8
TDA8354Q-PHI,"4,91 € (36,99 kn)",INTEGRIRANI KRUG,6
TDA8351AQ-PHI,"3,51 € (26,45 kn)",IC-V-DEFL AMPL 120HZ 25V,54
TDA8351-PHI,"4,18 € (31,49 kn)",IC-VERTIKAL120Hz 25V,9
TDA8350Q-PHI,"3,58 € (26,97 kn)",IC(13QILP),5
TDA8304-PHI,"6,34 € (47,77 kn)",INTEGRIRANI KRUG,0
TDA8303A,"3,36 € (25,32 kn)",IC,0
TDA8222-ST,"6,40 € (48,22 kn)",IC,10
TDA8218-ST,"12,41 € (93,50 kn)",ic,2
TDA8218-ST,"0,00 € (0,00 kn)",IC=TDA8214=TDA8215,0
TDA8217-ST,"5,47 € (41,21 kn)",IC,1
TDA8216-ST,"6,57 € (49,50 kn)",IC-CTV PAL DECODER,4
TDA8215B-ST,"3,42 € (25,77 kn)",IC=TDA8214B-SR,11
TDA8214B-ST,"6,77 € (51,01 kn)",IC(negdje pašeTDA8215B)(DIP20),0
TDA8214A,"0,00 € (0,00 kn)",IC,0
TDA8213-ST,"4,38 € (33,00 kn)",IC-VIDEO IF+DC VOL.CNTRL+AFC,2
TDA8212-ST,"3,85 € (29,01 kn)",IC,2
TDA8199-ST,"3,19 € (24,04 kn)",IC,2
TDA8198-ST,"2,59 € (19,51 kn)",IC,1
TDA8196-ST,"1,93 € (14,54 kn)",INTEGRIRANI KRUG,8
TDA8192-ST,"3,29 € (24,79 kn)",INTEGRIRANI KRUG,2
TDA8190-ST,"3,85 € (29,01 kn)",INTEGRIRANI KRUG,3
TDA8185-ST,"11,81 € (88,98 kn)",INTEGRIRANI KRUG,2
TDA8179-ST,"7,30 € (55,00 kn)",IC,3
TDA8178FS-ST,"7,30 € (55,00 kn)",IC,8
TDA8178F-ST,"13,94 € (105,03 kn)",IC=TDA8178-ST,4
TDA8178-ST,"8,57 € (64,57 kn)",IC,11
TDA8178-ST,"17,67 € (133,13 kn)",INTEGRIRANI KRUG,0
TDA8177-ST,"2,77 € (20,87 kn)",IC=STV9325=STV9379=TDA4173AF,47
TDA8175-ST/DIV(CHINA),"4,65 € (35,04 kn)",IC(TO220-7),2
TDA8174W-ST,"7,96 € (59,97 kn)",IC=V-DEFL AMP 35V,10
TDA8174AW-ST,"6,64 € (50,03 kn)",IC-V-DEFL AMP 35V 6A=TDA8174W(QILP11),4
TDA8174A-ST,"3,98 € (29,99 kn)",IC-V-DEFL AMP. 35V 6A(SQL11),9
TDA8174-ST,"3,38 € (25,47 kn)",IC,9
TDA8173-ST,"3,12 € (23,51 kn)",IC(DIP16),1
TDA8172-ST,"2,65 € (19,97 kn)",IC=STV8172A=TEA8172(TO220-7),10
TDA8170-ST,"5,31 € (40,01 kn)",IC=TDA8171-ST,10
TDA8160-ST,"1,33 € (10,02 kn)",IC-FLAH MODE INFRARED RECEIV,2
TDA8153-KIT,"13,01 € (98,02 kn)",INTEGRIRANI KRUG,2
TDA8146-ST,"2,11 € (15,90 kn)",INTEGRIRANI KRUG,7
TDA8145-MBR,"3,05 € (22,98 kn)",IC-E/W CORRE. FOR SQUARE CRT(DIP8),9
TDA8143-ST,"8,83 € (66,53 kn)",IC(SIL9),4
TDA8140-ST,"6,64 € (50,03 kn)",IC-ORIGINAL(DIP16),3
TDA8139-ST,"1,82 € (13,71 kn)",INTEGRIRANI KRUG,3
TDA8138B-ST,"5,59 € (42,12 kn)",INTEGRIRANI KRUG,3
TDA8138A-ST,"1,86 € (14,01 kn)",INTEGRIRANI KRUG,4
TDA8138-ST,"2,59 € (19,51 kn)",INTEGRIRANI KRUG,4
TDA8137-ST,"2,19 € (16,50 kn)",INTEGRIRANI KRUG,15
TDA8135-ST,"4,50 € (33,91 kn)",IC,2
TDA8133-ST,"2,59 € (19,51 kn)",INTEGRIRNI KRUG=KA7630-SSU,1
TDA8124-ST,"4,13 € (31,12 kn)",IC,1
TDA8120B-ST,"7,83 € (59,00 kn)",MULTI VIDEO IF SYST.,2
TDA7851L-ST(ZIP25),"11,81 € (88,98 kn)",IC-AMP QUAD BRIDGE FLEXIWATT25,1
TDA7851A-ST(ZIP27),"15,04 € (113,32 kn)",IC-AMP QUAD BRIDGE FLEXIWATT27,4
TDA7850-ST,"16,41 € (123,64 kn)",IC-AUDIO AMP.(4X50W)(ZIP20),5
TDA7575PD-ST(HSSOP36,"13,01 € (98,02 kn)",IC-SMD-AUDIO AMP. 150W 8-18V,5
TDA7575-ST,"25,22 € (190,02 kn)",IC-AUDIO AMP. 150W 8-18V(ZIP27),0
TDA7566-ST,"14,60 € (110,00 kn)",IC-4X40W,2
TDA7564B,"13,24 € (99,76 kn)",IC-AUDIO AMP.4CH.4X50W(ZIP25),5
TDA7564,"13,24 € (99,76 kn)",IC-AUDIO AMP.4CH.4X72W(ZIP25),1
TDA7563H-ST,"10,62 € (80,02 kn)",IC,0
TDA7563BDD-SMD-ST,"15,99 € (120,48 kn)",IC,9
TDA7563B-NXP(ZIP27),"13,30 € (100,21 kn)",IC-AMP QUAD(ZIP27),5
TDA7563B(ZIP36),"0,00 € (0,00 kn)",IC,0
TDA7563AH-ST(ZIP27),"12,30 € (92,67 kn)",,2
TDA7562-NXP(ZIP27),"0,00 € (0,00 kn)",IC-POWER AMP.4X45W=TDA7563B,0
TDA7560A,"12,00 € (90,41 kn)",IC-KENWOOD(4X45W)(ZIP27),7
TDA7560-ST,"14,00 € (105,48 kn)",IC-PWR AMP 4X45W(ZIP25),5
TDA7499-ST,"3,85 € (29,01 kn)",IC-PWR AMP 2X10W/4E 18V 1%,2
TDA7497,"4,07 € (30,67 kn)",IC,0
TDA7496L-ST(DIP20),"1,99 € (14,99 kn)",IC-PWR AMP 2*2W/8E 14V,4
TDA7495S-ST,"5,83 € (43,93 kn)",IC,4
TDA7495-ST,"3,92 € (29,54 kn)",IC=SONY 875944274,1
TDA7494S-ST,"4,38 € (33,00 kn)",IC5-SIP 15,4
TDA7494-ST,"3,72 € (28,03 kn)",IC-*PWR AMPLIFIER,9
TDA7492E-ST,"6,49 € (48,90 kn)",IC,0
TDA7491LP-ST,"14,00 € (105,48 kn)",IC-SMD-AUDIO AMP.2X5W(SSOP36),5
TDA7491HV-ST,"9,04 € (68,11 kn)",IC-AUDIO AMP.2X20W(SSOP36),2
TDA7490L-PHI,"8,48 € (63,89 kn)",IC,2
TDA7482-ST,"5,11 € (38,50 kn)",IC-PWR AMP 1*25W/4E 28V,1
TDA7481-ST,"7,88 € (59,37 kn)",IC=PWR AMP 1*18W/4E 25V,2
TDA7480-ST,"2,63 € (19,82 kn)",IC-SINGLE AUDIO AMPLIFIER(DIP20),0
TDA7468D-ST,"5,18 € (39,03 kn)",IC-SMD,2
TDA7454-ST,"6,90 € (51,99 kn)",IC-PWR AMP 4*40W/4E(SILP25)=TA8268H,6
TDA7451-ST,"10,55 € (79,49 kn)",IC,5
TDA7442D-ST,"3,52 € (26,52 kn)",IC-SMD,2
TDA7440D-ST,"4,38 € (33,00 kn)",IC-SMD,5
TDA7440D,"5,61 € (42,27 kn)",IC,6
TDA7439-ST,"3,85 € (29,01 kn)",IC-AUDIO PROCESSOR(SDIP30),3
TDA7396-ST,"11,95 € (90,04 kn)",IC-PWR AMP 1*45W (ZIP11),0
TDA7394-ST,"7,96 € (59,97 kn)",IC=PAL002A(SIP15),31
TDA7393-ST,"10,49 € (79,04 kn)",IC-AMP DUAL BRIDGE(2X32W)(MULTIWATT15),4
TDA7391-ST,"8,07 € (60,80 kn)",IC,5
TDA7388-ST(ZIP25),"6,80 € (51,23 kn)",IC AMP. (4X45W)=LV4702,19
TDA7386-ST,"6,50 € (48,97 kn)",IC=TA8268H-EXP(FLEXIWATT25),5
TDA7385A-ST,"0,00 € (0,00 kn)",IC,0
TDA7385-ST,"3,19 € (24,04 kn)",IC-4X22W(QILP25),3
TDA7384-ST,"6,24 € (47,02 kn)",IC 4x35W=PAL007=TDA7386,6
TDA7383,"9,51 € (71,65 kn)",IC,3
TDA7381-ST,"4,71 € (35,49 kn)",IC-PWR AMP 4*18W,3
TDA7379-ST,"3,72 € (28,03 kn)",IC-AUDIO AMP.4X13W-2X38W,5
TDA7378-ST,"6,85 € (51,61 kn)",IC,0
TDA7377-ST,"8,63 € (65,02 kn)",IC-AUDIO AMP.2X35W=CD7377CZ,5
TDA7376B-ST,"6,57 € (49,50 kn)",IC,1
TDA7375V-ST(MALAYSIA),"7,94 € (59,82 kn)",IC AUDIO AMPLIFIER 35W(MULTIWATT15),0
TDA7375H-ST,"0,00 € (0,00 kn)",IC,0
TDA7375AV-ST,"5,97 € (44,98 kn)",IC(A)-PWR AMP 4*12W/2E OR 2*43W)MULTIWAT,4
TDA7374V-ST,"8,76 € (66,00 kn)",INTEGRIRANI KRUG,0
TDA7374BV-ST,"6,50 € (48,97 kn)",INTEGRIRANI KRUG,6
TDA7372A-ST,"4,76 € (35,86 kn)",INTEGRIRANI KRUG,5
TDA7370V-ST,"3,90 € (29,38 kn)",INTEGRIRANI KRUG,12
TDA7365-ST,"2,59 € (19,51 kn)",INTEGRIRANI KRUG,2
TDA7362-ST,"5,84 € (44,00 kn)",IC-PWR AMP 2*11W + CLIPP-DET(zZIP11P),5
TDA7361-ST,"2,74 € (20,64 kn)",INTEGRIRANI KRUG,4
TDA7360-ST,"3,99 € (30,06 kn)",IC,3
TDA7350A-ST,"6,11 € (46,04 kn)",IC-PWR AMP 2*11W/2E BRDG,4
TDA7350-ST,"3,54 € (26,67 kn)",INTEGRIRANI KRUG,8
TDA7340S-ST,"7,70 € (58,02 kn)",INTEGRIRANI KRUG,2
TDA7330B-ST,"3,32 € (25,01 kn)",IC,2
TDA7318D-ST,"4,25 € (32,02 kn)",IC-SMD DIG-CTRL STEREO AUDIO,2
TDA7318-ST,"5,71 € (43,02 kn)",INTEGRIRANI KRUG,15
TDA7317-ST,"3,98 € (29,99 kn)",IC-GRAPHIC EQUALIZER,1
TDA7314S-ST,"3,72 € (28,03 kn)",IC,1
TDA7314-ST,"2,54 € (19,14 kn)",IC-DIG CTRL ST. AUDIO PROC+L,0
TDA7313D-ST,"3,92 € (29,54 kn)",IC-SMD,1
TDA7300D-ST,"6,37 € (47,99 kn)",INT.KRUG KRUG-SMD-AUDIO PROCES,4
TDA7300-ST,"7,83 € (59,00 kn)",INTEGRIRANI KRUG,2
TDA7297-ST,"4,38 € (33,00 kn)",IC-DUAL AUDIO AMPLIFIER,0
TDA7296-ST,"7,14 € (53,80 kn)",IC-PWR AMP 1*60W,0
TDA7295S-ST,"6,64 € (50,03 kn)",IC 80W AUDIO AMPL. WITH MUTE (MULTIWATT1,3
TDA7295-ST,"7,14 € (53,80 kn)",IC(SQL15)80V-80W DMOS AUDIO AMPLIFIER WI,1
TDA7294V-ST(MALAYSIA),"9,13 € (68,79 kn)",IC=TDA7295(MULTIWATT-15),11
TDA7293V-ST,"9,19 € (69,24 kn)",IC(MULTIWATT-15),18
TDA7292-ST/PH,"9,53 € (71,80 kn)",IC,1
TDA7285-ST,"2,92 € (22,00 kn)",IC-STEREO PLAYB+MOTOR CTRL,1
TDA7284-ST,"1,29 € (9,72 kn)",IC-DUAL APLIFIER + ALC(DIP14),4
TDA7282-ST,"1,06 € (7,99 kn)",INTEGRIRANI KRUG,7
TDA7275A-ST,"1,19 € (8,97 kn)",INTEGRIRANI KRUG,2
TDA7274-ST,"0,66 € (4,97 kn)",INTEGRIRANI KRUG,8
TDA7273-ST,"1,75 € (13,19 kn)",INTEGRIRANI KRUG,2
TDA7272A-ST,"2,79 € (21,02 kn)",IC-1A AUTOREV.SPEED REG.20p,6
TDA7270S-ST,"19,67 € (148,20 kn)",INTEGRIRANI KRUG,0
TDA7270,"10,68 € (80,47 kn)",INTEGRIRANI KRUG,0
TDA7269SA-ST(Clipwatt11),"4,65 € (35,04 kn)",IC-PWR AMP 2X10W/8E(Clipwatt11),10
TDA7269-ST,"12,13 € (91,39 kn)",IC(SQL11),8
TDA7268-ST,"4,91 € (36,99 kn)",IC,30
TDA7267A,"0,00 € (0,00 kn)",IC-DIL16 - QUADRO TON,0
TDA7267-ST,"1,46 € (11,00 kn)",IC(DIP8),0
TDA7266SA-ST(Z)IP15,"3,58 € (26,97 kn)",IC-AUDIO AMP.STEREO(MULTIWAT-15),1
TDA7266S-ST(HZIP15),"0,00 € (0,00 kn)",IC-AUDIO AMP.STEREO,0
TDA7266M,"3,98 € (29,99 kn)",IC-AUDIO AMP 7W-MONOST,6
TDA7266L-ST,"3,36 € (25,32 kn)",IC-STEREO AMP.2X12W(ZIP10),0
TDA7266D,"4,91 € (36,99 kn)",IC-SMD-STEREO AMP.2X12W(HSOP20),18
TDA7266-ST,"7,45 € (56,13 kn)",IC,2
TDA7265-ST,"6,81 € (51,31 kn)",IC-PWR AMP 2x25W +MUTE-5-28V(SQL11),1
TDA7264-ST,"4,38 € (33,00 kn)",INTEGRIRANI KRUG,9
TDA7263M-ST,"3,12 € (23,51 kn)",INTEGRIRANI KRUG-NEIZOLIRAN,1
TDA7263-ST,"2,26 € (17,03 kn)",INTEGRIRANI KRUG-IZOLIRAN,3
TDA7262-ST,"3,53 € (26,60 kn)",IC,6
TDA7256-ST,"5,57 € (41,97 kn)",INTEGRIRANI KRUG,4
TDA7253-ST,"2,59 € (19,51 kn)",INTEGRIRANI KRUG,6
TDA7250-ST,"6,89 € (51,91 kn)",IC-6W Hi-Fi Audio Amplifier6W Hi-Fi(DIP2,10
TDA7245A-ST,"3,05 € (22,98 kn)",INTEGRIRANI KRUG,5
TDA7245-ST,"3,19 € (24,04 kn)",INTEGRIRANI KRUG,2
TDA7241V-ST,"5,81 € (43,78 kn)",INTEGRIRANI KRUG,0
